time,open,high,low,close,Volume,Volume MA,Histogram,MACD,Signal,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
1629590400,48821.88,49500,48050,49239.22,37007.887795,57138.63803614998,65.67316004807753,2638.1140586884867,2572.440898640409,68.01379664420456,66.60282152879185,NaN,NaN
1629676800,49239.22,50500,49029,49488.85,52462.541954,56905.89334119998,74.63601827374623,2665.735921482592,2591.0999032088457,68.54308044680535,66.31335281420598,NaN,NaN
1629763200,49488.85,49860,47600,47674.01,51014.594748,56840.15545709998,-63.10019146088871,2512.2246638827346,2575.3248553436233,60.681522373140574,65.66742660442824,NaN,NaN
1629849600,47674.01,49264.3,47126.28,48973.32,44655.830342,54855.75919314998,-86.6825793692633,2466.9716311320444,2553.6542105013077,63.876000762198075,65.2730483040672,NaN,NaN
1629936000,48973.32,49352.84,46250,46843.87,49371.277774,53536.62601449998,-256.09722140075246,2233.532683750367,2489.6299051511196,55.865070337052316,64.65637056854649,NaN,NaN
1630022400,46843.86,49149.93,46348,49069.9,42068.104965,51970.19422234998,-229.49544382136946,2202.7606003744077,2432.256044195777,61.325405052745545,63.95135300909975,NaN,NaN
1630108800,49069.9,49299,48346.88,48895.35,26681.063786,49837.79277674998,-234.1052219058397,2139.6245168134774,2373.729738719317,60.691335290415005,63.413946279120864,NaN,NaN
1630195200,48895.35,49632.27,47762.54,48767.83,32652.283473,47741.01270814998,-254.50122834292688,2055.6032032906587,2310.1044316335856,60.20161522875896,62.8698316732575,NaN,NaN
1630281600,48767.84,48888.61,46853,46982.91,40288.35083,47064.698078599984,-388.9138807528325,1823.962080692545,2212.8759614453775,53.67325283708171,62.17960590379863,NaN,NaN
1630368000,46982.91,48246.11,46700,47100.89,48645.52737,46860.22934824999,-465.41877876124045,1631.1024879938268,2096.5212667550672,54.02811747007129,61.849835179344915,NaN,NaN
1630454400,47100.89,49156,46512,48810.52,49904.65528,46592.156673199985,-398.9815368417544,1597.7943457028741,1996.7758825446285,58.936771510011745,61.86885780851084,NaN,NaN
1630540800,48810.51,50450.13,48584.06,49246.64,54410.770538,46900.72667854999,-326.79675428895825,1588.2799396834307,1915.076693972389,60.10696000803688,61.59447570598097,NaN,NaN
1630627200,49246.63,51000,48316.84,49999.14,59025.644157,47546.290935299985,-233.85810181083366,1622.754066708847,1856.6121685196806,62.1131691128861,61.08656922496821,NaN,NaN
1630713600,49998,50535.69,49370,49915.64,34664.65959,47173.98834809999,-185.6018805024471,1624.6098178916218,1810.211698394069,61.74212521517105,60.69987302061278,NaN,NaN
1630800000,49917.54,51900,49450,51756.88,40544.835873,46577.20144104999,-44.62597778384543,1754.4292261642622,1799.0552039481076,66.49503319699619,60.591389917240754,NaN,NaN
1630886400,51756.88,52780,50969.33,52663.9,49249.667081,46187.71771364999,87.55660893034405,1908.5009651110377,1820.9443561806936,68.56669902064942,60.59307695822962,NaN,NaN
1630972800,52666.2,52920,42843.05,46863.73,123048.802719,49635.187050349996,-220.93826989294234,1544.7715188145157,1765.709788707458,48.089540922622625,59.693649711764046,NaN,NaN
1631059200,46868.57,47340.99,44412.02,46048.31,65069.3152,50218.065114349985,-470.8507727389765,1177.1463227837376,1647.997095522714,46.00923697896934,58.417452298676274,NaN,NaN
1631145600,46048.31,47399.97,45513.08,46395.14,50651.66002,49908.130503949986,-595.6989069651954,903.3734618162198,1499.0723687814152,47.05828210586341,57.78839599644849,NaN,NaN
1631232000,46395.14,47033,44132.29,44850.91,49048.26618,50023.28698374999,-754.9396853746191,555.3977620631413,1310.3374474377604,43.047723155187754,56.482847289480084,NaN,NaN
1631318400,44842.2,45987.93,44722.22,45173.69,30440.4081,49694.912998999986,-806.5205653489252,302.1867407516038,1108.707306100529,44.11975201130255,55.29916276954348,NaN,NaN
1631404800,45173.68,46460,44742.06,46025.24,32094.28052,48676.499927299985,-752.335262133682,168.2882284334264,920.6234905671084,46.95646912865452,54.3530809052503,NaN,NaN
1631491200,46025.23,46880,43370,44940.73,65429.15056,49397.22771789999,-756.53834942485,-25.04944621395407,731.488903210896,43.89993221464875,53.65498657507652,NaN,NaN
1631577600,44940.72,47250,44594.44,47111.52,44855.85099,49407.22875029998,-587.6478709773198,-3.0709355107537704,584.576935466566,50.80299483733844,53.42462067273846,NaN,NaN
1631664000,47103.28,48500,46682.32,48121.41,43204.71174,49098.90044859998,-391.8657744219161,94.74471743917093,486.61049186108704,53.659779255074405,53.047692654528646,NaN,NaN
1631750400,48121.4,48557,47021.1,47737.82,40725.08895,49031.74964784998,-277.52725044015665,139.70142881089123,417.2286792510479,52.41477617422624,52.4982509521136,NaN,NaN
1631836800,47737.81,48150,46699.56,47299.98,34461.92776,49420.792846549986,-223.05936180630687,138.40447699316428,361.46383879947115,50.961342407703356,51.7016919017434,NaN,NaN
1631923200,47299.98,48843.2,47035.56,48292.74,30906.47038,49333.50219189998,-117.16657698429788,215.00561756909883,332.1721945533967,54.0711974857587,51.15376849249967,NaN,NaN
1632009600,48292.75,48372.83,46829.18,47241.75,29847.24349,48811.44682489998,-114.75304235529285,188.73089160928066,303.4839339645735,50.42542046771814,50.00593901183695,NaN,NaN
1632096000,47241.75,47347.25,42500,43015.62,78003.524443,50279.34667854998,-379.6932901928058,-171.13267877643375,208.56061141637207,39.02956813955785,47.89614394890184,NaN,NaN
1632182400,43016.64,43639,39600,40734.38,84534.080485,52010.817938799984,-673.3333697974718,-633.1061008304678,40.22726896700411,34.4974881359942,46.92528303557123,NaN,NaN
1632268800,40734.09,44000.55,40565.39,43543.61,58349.05542,52207.73218289998,-643.1722836705432,-763.7380856211748,-120.56580195063168,43.23844730913612,46.727369487726,NaN,NaN
1632355200,43546.37,44978,43069.09,44865.26,48699.57655,51691.42880254998,-505.107954514683,-751.9507450939855,-246.84279057930246,46.833095240020405,46.71128471159437,NaN,NaN
1632441600,44865.26,45200,40675,42810.57,84113.426292,54163.867137649984,-520.9684111892922,-898.0533045659176,-377.0848933766255,42.34353562763743,46.66098560248362,NaN,NaN
1632528000,42810.58,42966.84,41646.28,42670.64,33594.57189,53816.353938499975,-509.09160789506797,-1013.4494032454604,-504.35779535039245,42.04790836084335,46.512996770307964,NaN,NaN
1632614400,42670.63,43950,40750,43160.9,49879.99765,53847.87046694998,-439.0746527522739,-1053.2011112907348,-614.126458538461,43.53533126483422,46.26862978003509,NaN,NaN
1632700800,43160.9,44350,42098,42147.35,39776.84383,49684.272522499974,-431.25588235518273,-1153.1963114824393,-721.9404291272566,41.18203526848538,46.07449428388056,NaN,NaN
1632787200,42147.35,42787.38,40888,41026.54,43372.2624,48599.41988249998,-468.6937652728361,-1307.8076357183018,-839.1138704454656,38.6913433392929,45.20937631973446,NaN,NaN
1632873600,41025.01,42590,40753.88,41524.28,33511.53487,47742.41362499998,-428.17475836525443,-1374.3323184020337,-946.1575600367793,40.41482110325877,44.26330788031906,NaN,NaN
1632960000,41524.29,44141.37,41410.17,43824.1,46381.22781,47609.061706499975,-224.93752399001994,-1227.3294650243042,-1002.3919410342843,47.72685949964733,43.9284566892777,NaN,NaN
1633046400,43820.01,48495,43283.03,48141.61,66244.87492,49399.28504749997,198.91125155208147,-753.7528765941825,-952.6641281462639,58.11778146427217,44.43963090760405,NaN,NaN
1633132800,48141.6,48336.59,47430.18,47634.9,30508.98131,49320.02008699997,430.4924048306351,-414.54862210797,-845.0410269386051,56.69342403756454,44.626932804161605,NaN,NaN
1633219200,47634.89,49228.08,47088,48200.01,30825.05601,47589.81535949997,596.8439397554207,-98.98610224432923,-695.8300419997499,57.931715724593104,45.16309675108125,NaN,NaN
1633305600,48200.01,49536.12,46891,49224.94,46796.49372,47686.84749599997,741.5747013689627,231.13833471145335,-510.43636665750927,60.15691040954197,46.672192627508686,NaN,NaN
1633392000,49224.93,51886.3,49022.4,51471.99,52125.66793,48132.89530549997,941.4696000102567,666.4006333553116,-275.0689666549451,64.5803553694242,48.820968858467964,NaN,NaN
1633478400,51471.99,55750,50382.41,55315,79877.545181,50090.51811704997,1265.1661292244803,1306.3886948756553,41.222565651175046,70.59341687936185,50.77489525634123,NaN,NaN
1633564800,55315,55332.31,53357,53785.22,54917.37766,51113.29061204997,1303.7279395928995,1670.8824901422995,367.15455054939997,65.80437779403114,52.129986867342,NaN,NaN
1633651200,53785.22,56100,53617.61,53951.43,46160.25785,51875.97998554997,1266.8140183130859,1950.6720734407572,683.8580551276714,66.07367623225028,53.82499691052863,NaN,NaN
1633737600,53955.67,55489,53661.67,54949.72,55177.08013,53142.47181754997,1234.7425357064499,2227.2862247607336,992.5436890542838,67.71807449763025,55.65858020601341,NaN,NaN
1633824000,54949.72,56561.31,54080,54659,89237.836128,53704.18740179997,1122.3116051211723,2395.4331954557492,1273.121590334577,66.70410327298978,57.31349249231023,NaN,NaN
1633910400,54659.01,57839.04,54415.06,57471.35,52933.165751,52124.141665099974,1160.879447422994,2724.2208996133195,1563.3414521903255,71.19710255467365,59.45742586989511,NaN,NaN
1633996800,57471.35,57680,53879,55996.93,53471.2855,51880.253169099975,1015.8510794082013,2833.155301450577,1817.3042220423758,66.15679950958308,61.41924416777298,NaN,NaN
1634083200,55996.91,57777,54167.19,57367,55808.44492,52235.696587599974,942.5641667731556,2995.5094305088205,2052.945263735665,68.3957574826847,63.41788248058912,NaN,NaN
1634169600,57370.83,58532.54,56818.05,57347.94,43053.336781,50182.692112049976,827.2859038321603,3087.0526435258653,2259.766739693705,68.32803415904723,64.88939495626055,NaN,NaN
1634256000,57347.94,62933,56850,61672.42,82512.908022,52628.60891864998,967.040376639708,3468.56721049334,2501.526833853632,74.49795723709754,66.05940751146235,NaN,NaN
1634342400,61672.42,62378.42,60150,60875.57,35467.88096,51908.00308414998,930.282870141581,3664.380421530608,2734.097551389027,71.72524906946528,67.13310929945526,NaN,NaN
1634428800,60875.57,61718.39,58963,61528.33,39099.24124,51874.12295464998,875.2083846582818,3828.1080322118796,2952.899647553598,72.62410435027485,68.1825656298611,NaN,NaN
1634515200,61528.32,62695.78,59844.45,62009.84,51798.44844,52295.432256649976,798.6167152673756,3951.170541637817,3152.5538263704416,73.2984217693112,69.12124501270175,NaN,NaN
1634601600,62005.6,64486,61322.22,64280.59,53628.107744,53301.260900349975,824.918461502974,4183.701903249159,3358.783441746185,76.26729696940176,69.9560265555573,NaN,NaN
1634688000,64280.59,67000,63481.4,66001.41,51428.934856,53553.646252649974,877.3576223764458,4455.480469716742,3578.122847340296,78.24167902335472,70.50233099441392,NaN,NaN
1634774400,66001.4,66639.74,62000,62193.15,68538.64537,53668.334775149975,588.5776167609138,4313.844868291439,3725.267251530525,65.2954636013057,70.46597998064783,NaN,NaN
1634860800,62193.15,63732.39,60000,60688.22,52119.35886,54748.85365264998,246.7180253400693,4033.6647832056115,3786.946757865542,61.00001061345026,70.10357529359068,NaN,NaN
1634947200,60688.23,61747.64,59562.15,61286.75,27617.30936,54588.466320149986,23.185605385617237,3815.9287645975637,3792.7431592119465,62.06876342107774,69.70005307383693,NaN,NaN
1635033600,61286.75,61500,59510.63,60852.22,31226.57676,53809.97047214998,-180.44401751623946,3567.188137316647,3747.6321548328865,60.76680325952236,69.27596021573211,NaN,NaN
1635120000,60852.22,63710.63,60650,63078.78,36853.83806,53046.378978649984,-190.68853606773882,3509.271484748213,3699.960020815952,64.836953310081,68.82166384111835,NaN,NaN
1635206400,63078.78,63293.48,59817.55,60328.81,40217.50083,51063.37676109998,-396.34188388623716,3204.532665958155,3600.8745498443923,56.97517761811202,68.16583370601327,NaN,NaN
1635292800,60328.81,61496,58000,58413.44,62124.49016,51423.73238609998,-659.5274463251662,2776.4652419379345,3435.9926882631007,52.225240038876514,67.01079674574127,NaN,NaN
1635379200,58413.44,62499,57820,60575.89,61056.35301,52168.53714409998,-683.2363218996006,2581.9472858886,3265.183607788201,56.622156820851494,66.17466265015587,NaN,NaN
1635465600,60575.9,62980,60174.81,62253.71,43973.90414,51608.37834459998,-584.9737117809223,2533.966468062048,3118.9401798429703,59.719759843494224,65.11907712204133,NaN,NaN
1635552000,62253.7,62359.25,60673,61859.19,31478.12566,48720.392821199974,-546.3314498225709,2436.0258675647565,2982.3573173873274,58.659039031935215,64.1857764050749,NaN,NaN
1635638400,61859.19,62405.3,59945.36,61299.8,39267.63794,48037.11643064998,-556.3601766261772,2286.9070966046056,2843.267273230783,57.11012780847865,63.07763522351803,NaN,NaN
1635724800,61299.81,62437.74,59405,60911.11,44687.66672,47597.93549164997,-584.2074812450146,2113.0079216745144,2697.215402919529,56.00355365811023,61.84228750128939,NaN,NaN
1635811200,60911.12,64270,60624.68,63219.99,46368.2841,47125.92745064998,-448.2791811042107,2136.8664265392654,2585.145607643476,60.85554798290718,60.74144828796835,NaN,NaN
1635897600,63220.57,63500,60382.76,62896.48,43336.09049,47140.06513609998,-383.7963519907198,2105.400167655076,2489.196519645796,59.85944012374675,59.42843122371065,NaN,NaN
1635984000,62896.49,63086.31,60677.01,61395.01,35930.93314,44810.96639199997,-441.7743621937634,1936.9785669035919,2378.7529290973553,55.332544664015,58.71679415676131,NaN,NaN
1636070400,61395.01,62595.72,60721,60937.12,31604.48749,44617.79671849997,-505.86342018070945,1746.4236538714686,2252.287074052178,53.991562823866815,58.21619074321963,NaN,NaN
1636156800,60940.18,61560.49,60050,61470.61,25590.57408,43942.36336049998,-506.00258959030816,1619.783837064293,2125.786426654601,55.34931402716781,57.73623007222607,NaN,NaN
1636243200,61470.62,63286.35,61322.78,63273.59,25515.6883,42628.225353499976,-383.8827439690699,1645.9329966932637,2029.8157406623336,59.67996267256326,57.65859860172899,NaN,NaN
1636329600,63273.58,67789,63273.58,67525.83,54442.089684,42668.92445049998,-34.354042671106754,1986.87318732345,2021.2272299945569,67.64926804183473,57.85947822542572,NaN,NaN
1636416000,67525.82,68524.25,66222.4,66947.66,44661.378068,42330.54661109998,131.2000699634118,2185.227317448822,2054.02724748541,65.74646252512309,58.48599857592651,NaN,NaN
1636502400,66947.67,69000,62822.9,64882.43,65171.504046,42162.18954489997,77.56412779906805,2150.9824072342453,2073.4182794351773,59.32723241284392,58.99328374549561,NaN,NaN
1636588800,64882.42,65600.07,64100,64774.26,37237.98058,41418.12063089997,14.074003235386954,2091.0107834794107,2076.936780244024,59.00229289572964,59.16329346512976,NaN,NaN
1636675200,64774.25,65450.7,62278,64122.23,44490.10816,42261.76057089997,-87.00422685099693,1968.1814966802776,2055.1857235312746,56.97652433662615,58.96734807178205,NaN,NaN
1636761600,64122.22,65000,63360.22,64380,22504.97383,41825.68042439997,-148.08365465796965,1870.0811552088126,2018.1648098667822,57.596355769098025,58.89144212443653,NaN,NaN
1636848000,64380.01,65550.51,63576.27,65519.1,25705.07347,41268.24219489997,-124.30878931153211,1862.778823227367,1987.087612538899,60.31708800104189,59.120510709619616,NaN,NaN
1636934400,65519.11,66401.82,63400,63606.74,37829.37124,41148.83571539997,-243.04893820206235,1683.2764397863211,1926.3253779883835,54.04734852347078,58.980781771431076,NaN,NaN
1637020800,63606.73,63617.31,58574.07,60058.87,77455.15609,41915.369011899966,-548.7106518845728,1240.4370631326674,1789.1477150172402,44.75308756205889,57.83060602708478,NaN,NaN
1637107200,60058.87,60840.23,58373,60344.87,46289.38491,41177.02060689997,-709.5886396439198,902.1619154623404,1611.7505551062602,45.56572334878389,56.80962625744456,NaN,NaN
1637193600,60344.86,60976,56474.26,56891.62,62146.99931,42085.67536539997,-1008.2984063503302,351.3775471683475,1359.6759535186777,38.24987600949009,55.58943563926422,NaN,NaN
1637280000,56891.62,58320,55600,58052.24,50715.88726,43047.56344539997,-1080.995081705948,8.43210138624272,1089.4271830921907,41.641274903142865,54.70727221635536,NaN,NaN
1637366400,58057.1,59845,57353,59707.51,33811.5901,42774.76105339997,-974.1890362949555,-128.30911227650358,845.8799240184519,46.18110205397759,54.052399932556064,NaN,NaN
1637452800,59707.52,60029.76,58486.65,58622.02,31902.22785,42135.48910989997,-933.1616388551129,-320.5721245504392,612.5895143046737,43.77611677382911,52.91641093978934,NaN,NaN
1637539200,58617.7,59444,55610,56247.18,51724.32047,42403.29092839997,-1015.6701882969188,-656.9982210664748,358.671967230444,38.99185201502994,50.869452652160426,NaN,NaN
1637625600,56243.83,58009.99,55317,57541.27,49917.85017,42732.378912399974,-934.8259823358717,-809.8605106893956,124.96547164647609,42.668770771138796,49.2210460983044,NaN,NaN
1637712000,57541.26,57735,55837,57138.29,39612.04964,42916.43473739997,-862.0058060477171,-952.5417859131703,-90.53597986545321,41.82345343140485,47.97077617105875,NaN,NaN
1637798400,57138.29,59398.9,57000,58960.36,42153.51522,43443.886123899974,-654.0701116025858,-908.1236193686855,-254.05350776609967,46.941786218578144,47.10931140840508,NaN,NaN
1637884800,58960.37,59150,53500,53726.53,65927.87066,45460.75095289997,-821.1472567414204,-1280.487578692875,-459.3403219514547,36.89935992333197,45.67522823602692,NaN,NaN
1637971200,53723.72,55280,53610,54721.03,29716.99957,45670.81651639997,-815.1676937108133,-1478.2999390899713,-663.132245379158,39.545877729867065,44.38590837608185,NaN,NaN
1638057600,54716.47,57445.05,53256.64,57274.88,36163.7137,44756.89771719997,-599.6609911004897,-1412.7084842547702,-813.0474931542805,45.82909954551114,43.351052057829655,NaN,NaN
1638144000,57274.89,58865.97,56666.67,57776.25,40125.28009,44530.09281829997,-393.7416840104189,-1305.224598167304,-911.4829141568852,46.993843403277765,42.84723026353016,NaN,NaN
1638230400,57776.25,59176.99,55875.55,56950.56,49161.05194,43729.57021299998,-288.4186530391679,-1272.006230455845,-983.5875774166772,45.26762612695308,42.88398301816546,NaN,NaN
1638316800,56950.56,59053.55,56458.01,57184.07,44956.63656,44115.50301199998,-183.4155924199913,-1212.8570679416662,-1029.4414755216749,45.87316257393466,42.90594296281908,NaN,NaN
1638403200,57184.07,57375.47,55777.77,56480.34,37574.05976,43769.70059199997,-143.51194296581957,-1208.8314042289494,-1065.3194612631298,44.28308208630857,43.336886254020406,NaN,NaN
1638489600,56484.26,57600,51680,53601.05,58927.69027,45590.836413999976,-285.01522243438876,-1421.5884893061157,-1136.573266871727,38.415830870113965,43.10649739451834,NaN,NaN
1638576000,53601.05,53859.1,42000.3,49152.47,114203.373748,50015.75142789997,-632.3018290905263,-1926.9505532348849,-1294.6487241443585,31.47667853237577,42.05618142868964,NaN,NaN
1638662400,49152.46,49699.05,47727.21,49396.33,45580.82012,50403.32387189998,-789.4623985828969,-2281.4767223729796,-1492.0143237900827,32.19966781689341,41.22929221747995,NaN,NaN
1638748800,49396.32,50891.11,47100,50441.92,58571.21575,49459.12685489998,-766.2531544753949,-2449.8307668843263,-1683.5776124089314,35.3493856252056,40.96911604677821,NaN,NaN
1638835200,50441.91,51936.33,50039.74,50588.95,38253.46877,49057.33104789998,-686.805826538912,-2542.0848955825713,-1855.2790690436593,35.80103051502023,40.47856317134118,NaN,NaN
1638921600,50588.95,51200,48600,50471.19,38425.92466,47871.27731539998,-591.6072271791347,-2594.7881030175777,-2003.180875838443,35.58659957024375,40.03307360982967,NaN,NaN
1639008000,50471.19,50797.76,47320,47545.59,37692.68665,47220.117284899985,-669.3679005639515,-2839.890751543382,-2170.5228509794306,30.67153452408587,38.87091277450879,NaN,NaN
1639094400,47535.9,50125,46852,47140.54,44233.57391,47741.21647539998,-689.0785149546878,-3031.8709946727904,-2342.7924797181026,30.05265795684265,38.38186263404526,NaN,NaN
1639180800,47140.54,49485.71,46751,49389.99,28889.19358,47590.56476189998,-500.39667608203126,-2968.2883248206417,-2467.8916487386105,37.58468842983328,38.24177768404285,NaN,NaN
1639267200,49389.99,50777,48638,50053.9,26017.93421,46305.24544889998,-291.03445195708036,-2831.684713684961,-2540.6502617278807,39.650230372235725,37.80042988595175,NaN,NaN
1639353600,50053.9,50189.97,45672.75,46702.75,50869.52093,46352.82898689998,-335.2536996464546,-2959.717386285949,-2624.4636866394944,33.60496153803888,36.84408118129183,NaN,NaN
1639440000,46702.76,48700.41,46290,48343.28,39955.98445,46370.02572739998,-216.7733880251526,-2895.430421670935,-2678.6570336457826,38.54470298763129,36.36387238562598,NaN,NaN
1639526400,48336.95,49500,46547,48864.98,51629.181,46843.80901639997,-73.43412476584626,-2770.4496896030905,-2697.0155648372443,40.07164413274577,35.94947821125535,NaN,NaN
1639612800,48864.98,49436.43,47511,47632.38,31949.86739,45144.90885289998,-33.815789665515695,-2739.285301919139,-2705.469512253623,37.68897719976723,35.47847071935954,NaN,NaN
1639699200,47632.38,47995.96,45456,46131.2,43104.4887,45814.28330939998,-78.34765664234737,-2803.4040830565573,-2725.05642641421,34.962371438893044,35.2317950457009,NaN,NaN
1639785600,46133.83,47392.37,45500,46834.48,25020.05271,45257.10025989998,-32.426748631404735,-2765.5898622034656,-2733.163113572061,37.25262587441314,35.644362712989285,NaN,NaN
1639872000,46834.47,48300.01,46406.91,46681.23,29305.70665,44716.12158789997,13.193120031437957,-2716.6717135327635,-2729.8648335642015,36.9473034637483,35.98347954490749,NaN,NaN
1639958400,46681.24,47537.57,45558.85,46914.16,35848.50609,44050.49429539997,80.84786978827515,-2628.8049963288577,-2709.652866117133,37.78199782655819,36.15723755928981,NaN,NaN
1640044800,46914.17,49328.96,46630,48889.88,37713.92924,43688.35892939997,269.8036000275233,-2372.398366082729,-2642.201966110252,44.493949147129825,36.778160318726215,NaN,NaN
1640131200,48887.59,49576.13,48421.87,48588.16,27004.2022,43159.86605139998,378.9272259639338,-2168.542933655335,-2547.470159619269,43.71831040776372,37.35899680712049,NaN,NaN
1640217600,48588.17,51375,47920.42,50838.81,35192.54046,41973.10856089998,594.315833539592,-1804.5753676947788,-2398.891201234371,50.63175900802803,38.78472712740207,NaN,NaN
1640304000,50838.82,51810,50384.43,50820,31684.81208,37847.18047749998,718.8320448600098,-1500.3511451593586,-2219.1831900193683,50.57584298719387,40.2506689152843,NaN,NaN
1640390400,50819.99,51156.23,50142.32,50399.66,19135.51613,36524.91527799997,752.6007829600974,-1278.4322113192466,-2031.032994279344,49.266476112140076,41.08508232116337,NaN,NaN
1640476800,50399.67,51280,49412,50775.49,22569.88914,34724.84894749997,776.8149298468406,-1060.0143319707931,-1836.8292618176338,50.50041925110535,41.8600958125112,NaN,NaN
1640563200,50775.48,52088,50449,50701.44,28779.58212,34251.15461499997,763.290289515553,-882.7163999231925,-1646.0066894387455,50.24113397583439,43.04839384378231,NaN,NaN
1640649600,50701.44,50704.05,47313.01,47543.74,45853.33924,34622.52534399997,528.2896604734851,-985.6446138468891,-1513.9342743203742,40.65528883159594,43.19914997549406,NaN,NaN
1640736000,47543.74,48139.08,46096.99,46464.66,39498.87,34712.83451149997,298.23988707137187,-1141.1344154811595,-1439.3743025525314,37.98791496210763,43.050312177591344,NaN,NaN
1640822400,46464.66,47900,45900,47120.87,30352.29569,34018.77060049997,193.4152081471275,-1197.605292368622,-1391.0205005157495,40.54265231549752,43.25414611442921,NaN,NaN
1640908800,47120.88,48548.26,45678,46216.93,34936.46964,34321.13440349997,72.56831472379417,-1300.3101071110068,-1372.878421834801,38.207577142291754,43.48594652181483,NaN,NaN
1640995200,46216.93,47954.63,46208.37,47722.65,19604.46325,34000.46085549997,101.62747542413422,-1245.8440775546333,-1347.4715529787675,43.994028928890785,43.96747531142039,NaN,NaN
1641081600,47722.66,47990,46654,47286.18,18340.4604,32374.007828999973,98.94385940077723,-1223.791728727796,-1322.7355881285732,42.74448349631056,44.381559599460545,NaN,NaN
1641168000,47286.18,47570,45696,46446.1,27662.0771,31759.312461499976,50.52220510989741,-1259.5828317412015,-1310.105036851099,40.36793965920991,44.56626973036424,NaN,NaN
1641254400,46446.1,47557.54,45500,45832.01,35491.4136,30952.424091499975,-9.721818821987654,-1322.2573103785835,-1312.5354915565958,38.67518424915265,44.15064366622301,NaN,NaN
1641340800,45832.01,47070,42500,43451.13,51784.11857,31944.136650499975,-186.9480359892557,-1546.2205365431655,-1359.2725005539098,32.91268248340758,43.378813100197576,NaN,NaN
