time,open,high,low,close,Volume,Volume MA
2022-06-13T00:00:00Z,1433.85,1438.51,1432.3,1436.88,11.40462777,NaN
2022-06-13T00:01:00Z,1441.21,1442.33,1437.8,1437.8,11.50648683,NaN
2022-06-13T00:02:00Z,1438.68,1438.68,1433.08,1433.08,24.98255352,NaN
2022-06-13T00:03:00Z,1431.2,1433.26,1431.2,1431.54,16.80051203,NaN
2022-06-13T00:04:00Z,1433.42,1434.28,1428.76,1428.76,12.58340392,NaN
2022-06-13T00:05:00Z,1429.89,1430.46,1426.74,1430.45,22.59207752,NaN
2022-06-13T00:06:00Z,1428.93,1428.93,1423.52,1427.37,4.08117619,NaN
2022-06-13T00:07:00Z,1435.33,1435.34,1433.29,1434.43,6.66675489,NaN
2022-06-13T00:08:00Z,1436.82,1440.34,1436.82,1440.34,14.54494912,NaN
2022-06-13T00:09:00Z,1440.53,1442.41,1440.53,1442.41,1.0228,NaN
2022-06-13T00:10:00Z,1441.16,1441.92,1437.45,1437.45,3.21217689,NaN
2022-06-13T00:11:00Z,1438.53,1439.62,1438.53,1439.62,6.08644688,NaN
2022-06-13T00:12:00Z,1439.44,1441.5,1437.58,1440.48,9.91188663,NaN
2022-06-13T00:14:00Z,1436.22,1436.22,1436.22,1436.22,3.2931,NaN
2022-06-13T00:15:00Z,1434.25,1434.25,1432.44,1432.44,18.96945146,NaN
2022-06-13T00:16:00Z,1431.6,1431.6,1426.17,1429.91,2.69584401,NaN
2022-06-13T00:17:00Z,1431.56,1434.12,1431.56,1431.87,8.2652,NaN
2022-06-13T00:18:00Z,1433.57,1440.58,1433.57,1440.58,48.89930021,NaN
2022-06-13T00:19:00Z,1443.79,1444.14,1439.21,1440.62,14.09854909,NaN
2022-06-13T00:20:00Z,1442.92,1443.58,1442.92,1443.03,14.98782295,12.8302559955
2022-06-13T00:21:00Z,1440.1,1440.1,1439.18,1439.18,44.21386994,14.470718104
2022-06-13T00:22:00Z,1442.11,1447.17,1442.06,1446.86,42.84590801,16.037689163
2022-06-13T00:24:00Z,1444.61,1444.61,1444.61,1444.61,0.3344,14.805281486999998
2022-06-13T00:25:00Z,1446.08,1446.84,1445.61,1446.73,2.52655452,14.091583611499999
2022-06-13T00:26:00Z,1445.2,1449.65,1445.2,1448.39,24.31317412,14.678072121499998
2022-06-13T00:27:00Z,1451.66,1451.66,1448.5,1448.5,0.22983885,13.559960188
2022-06-13T00:28:00Z,1449.53,1449.75,1448.61,1449.52,17.39298742,14.225550749499998
2022-06-13T00:29:00Z,1446.93,1448.42,1446.93,1448.42,4.6407,14.124248004999998
2022-06-13T00:30:00Z,1449.77,1449.77,1446.67,1446.67,1.5142,13.472710548999999
2022-06-13T00:31:00Z,1449.3,1449.3,1449.3,1449.3,0.00686538,13.421913817999998
2022-06-13T00:32:00Z,1444.53,1444.53,1444.17,1444.17,6.9116465,13.606887298499998
2022-06-13T00:33:00Z,1446.51,1446.51,1446.51,1446.51,0.031,13.3041149545
2022-06-13T00:34:00Z,1450.88,1453.12,1450.88,1451,34.07578024,14.512309634999998
2022-06-13T00:35:00Z,1447.82,1449.28,1447.82,1449.28,3.71904752,14.533607010999997
2022-06-13T00:36:00Z,1448.46,1448.46,1444.82,1444.82,5.1190633,13.841087602999997
2022-06-13T00:37:00Z,1447.02,1447.02,1447.02,1447.02,0.0664,13.709615402499997
2022-06-13T00:38:00Z,1444.14,1444.84,1441.63,1441.63,7.87617165,13.690163984999998
2022-06-13T00:39:00Z,1440.42,1440.42,1439.33,1439.33,4.65289297,11.477843622999998
2022-06-13T00:40:00Z,1437.59,1438.53,1434.89,1438.53,25.96225566,12.071028951499999
2022-06-13T00:41:00Z,1437.98,1438.74,1437.98,1438.74,9.61361786,11.802318696999999
2022-06-13T00:42:00Z,1437.74,1437.74,1437.47,1437.47,6.23183808,9.903217103999998
2022-06-13T00:43:00Z,1436.98,1436.98,1436.98,1436.98,0.0992,7.765881703499997
2022-06-13T00:44:00Z,1436.63,1436.63,1431.2,1431.3,18.9010418,8.694213793499998
2022-06-13T00:45:00Z,1430.29,1433.7,1428.67,1433.7,4.67391416,8.801581775499999
2022-06-13T00:46:00Z,1431.24,1432.96,1425.81,1425.81,12.80028784,8.2259374615
2022-06-13T00:47:00Z,1425.28,1425.28,1407.01,1415.34,338.48983116,25.138937076999998
2022-06-13T00:48:00Z,1420.68,1420.68,1414.98,1414.98,14.30099876,24.984337644
2022-06-13T00:49:00Z,1415.81,1416.88,1403.22,1403.22,150.82993209,32.2937992485
2022-06-13T00:50:00Z,1409.85,1410.11,1397.23,1410.11,207.02936439,42.569557468000006
2022-06-13T00:51:00Z,1406.87,1406.87,1398.58,1398.58,208.71736404,53.005082401
2022-06-13T00:52:00Z,1398.38,1405,1398.38,1401.89,56.58350975,55.48867556350001
2022-06-13T00:53:00Z,1400.32,1409.82,1400.32,1409.82,46.24286516,57.799268821500014
2022-06-13T00:54:00Z,1410.25,1411.15,1405.85,1405.85,39.21943654,58.056451636500015
2022-06-13T00:55:00Z,1406.61,1406.61,1406.61,1406.61,1.07323978,57.92416124950002
2022-06-13T00:56:00Z,1404.97,1405.71,1401.93,1401.93,15.1053,58.4234730845
2022-06-13T00:57:00Z,1401.41,1402.19,1398.16,1399.22,19.14467877,59.377387023000004
2022-06-13T00:58:00Z,1396.93,1396.99,1383.83,1389.46,142.09261106,66.0882089935
2022-06-13T00:59:00Z,1390.21,1390.31,1384.52,1384.52,37.67485375,67.73930703250001
2022-06-13T01:00:00Z,1383,1389.61,1383,1383.98,35.92301963,68.237345231
2022-06-13T01:01:00Z,1385.56,1385.59,1384.42,1384.42,33.10885715,69.4121071955
2022-06-13T01:02:00Z,1385.67,1388.4,1382.62,1388.4,54.35820863,71.818425723
2022-06-13T01:03:00Z,1388.07,1397.85,1388.07,1395.21,53.89045571,74.5079885085
2022-06-13T01:04:00Z,1395.64,1397.69,1395.35,1395.35,42.65546797,75.695709817
2022-06-13T01:05:00Z,1396.09,1396.09,1395.32,1395.32,0.0528,75.464654109
2022-06-13T01:06:00Z,1396.19,1396.19,1396.19,1396.19,0.0187,74.825574717
2022-06-13T01:07:00Z,1395.95,1395.95,1390,1390,0.12199966,57.907183141999994
2022-06-13T01:08:00Z,1390.4,1390.4,1388.86,1389.83,95.96832936,61.990549672
2022-06-13T01:09:00Z,1387.07,1387.07,1383.43,1383.43,6.8591971,54.7920129225
2022-06-13T01:10:00Z,1381.35,1387.04,1379.9,1387.04,71.92068443,48.0365789245
2022-06-13T01:11:00Z,1390.86,1390.86,1384.35,1384.35,48.37162837,40.019292141
2022-06-13T01:12:00Z,1385.46,1385.46,1378.74,1378.74,16.65241451,38.022737379
2022-06-13T01:13:00Z,1378.08,1380.35,1365,1365,147.58380038,43.089784140000006
2022-06-13T01:14:00Z,1371.18,1372.53,1364,1364,23.12826112,42.28522536900001
