time,open,high,low,close,Volume,Volume MA,Histogram,MACD,Signal,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Bollinger Bands %B,Bollinger Bands Width,ROC,K,D,RVI,RVI-based MA,Upper Bollinger Band,Lower Bollinger Band
2013-03-30T00:00:00Z,90.49,95,89.31,92.11,1799.52075455,5980.698049065502,2.4488256783525486,13.378521763852028,10.92969608549948,84.62001729664718,82.63676469873658,NaN,NaN,0.914466397401693,1.024888161746062,27.52318981032811,59.609925066495464,58.21665109316752,74.90490233846738,65.13266109800972,NaN,NaN
2013-03-31T00:00:00Z,92.12,96.15,92.12,96.15,2003.81769842,5910.849636685003,2.386819288630539,13.913220196287654,11.526400907657115,85.9649760185027,83.31282199761199,NaN,NaN,0.9167854178301673,1.041647536770168,37.553648068669524,64.06070277201793,61.13908119999801,79.07320812521806,67.07094676481145,NaN,NaN
2013-04-01T00:00:00Z,95.5,106.5,93.7,104.7,6540.70526768,5678.1001188425025,2.663390902436383,14.855639535702593,12.19224863326621,88.29738837651426,83.86758103441944,NaN,NaN,0.9685236941381363,1.0563708734430821,63.849765258215974,71.57141068887412,65.08067950912918,82.767368035052,69.00653219805761,NaN,NaN
2013-04-02T00:00:00Z,103.73,116,100.1,116,6441.03900267,5835.640348728002,3.307106477382268,16.326131729994046,13.019025252611778,90.53593815629885,84.09572291223932,NaN,NaN,1.0253559286741551,1.101178178968403,65.19510111079465,81.60821649516727,72.41344331868645,85.88400143782846,70.54630025142,NaN,NaN
2013-04-03T00:00:00Z,116,158.41,110,133.78,15003.94850359,6409.453419346502,4.553197037199656,18.71052154911135,14.157324511911693,92.85262982266504,84.33916107370865,NaN,NaN,1.1036331506439114,1.1909677216194863,78.11210225003329,91.64284278187199,81.6074899886378,88.87757666931616,71.6488123724801,NaN,NaN
2013-04-04T00:00:00Z,133.87,150,119,135,7265.27300111,6719.528847503003,5.044324271493773,20.462729851278908,15.418405579785135,92.97961825231295,84.41773293316653,NaN,NaN,1.02424738881274,1.223976944908723,69.15173537150733,97.72035563637662,90.32380497113861,91.2593111577233,72.34790489260679,NaN,NaN
2013-04-05T00:00:00Z,134.67,144,127.09,141.8,7560.20101917,7052.051116745502,5.381114946974989,22.14479926350387,16.76368431652888,93.65617303851535,84.98592241310915,NaN,NaN,1.0089293871724647,1.2381639296210263,58.79059350503922,100,96.45439947274956,93.11373888165764,74.80001798381652,NaN,NaN
2013-04-06T00:00:00Z,141.8,150.03,138.5,141,3504.27395362,7172.116799522002,5.106236439193321,23.146479865520533,18.040243426327212,92.52644508048516,86.43551206579289,NaN,NaN,0.9444179608362543,1.2106855082383694,59.286037053773164,97.81346787232995,98.51127450290221,74.10667242916031,76.90887916772348,NaN,NaN
2013-04-07T00:00:00Z,141,165.1,140.65,164.97,6737.21244703,7212.772270537503,6.03151050997004,25.57963156378976,19.54812105381972,94.62034050257473,87.73456134355754,NaN,NaN,1.0567957985840948,1.2457736413355114,83.3,97.81346787232995,98.54231191488664,79.60474073962858,78.53712981293484,NaN,NaN
2013-04-08T00:00:00Z,164.97,198,162,185.6,13411.0632361,7418.128537322002,7.4336145407825995,28.84013922979797,21.40652468901537,95.72935476265219,88.92436062273576,NaN,NaN,1.091641783750013,1.33445503277858,101.49820866355445,97.81346787232995,97.81346787232997,84.15822654991457,79.85772582937788,NaN,NaN
2013-04-09T00:00:00Z,185.6,235.29,164.34,229,11211.78878475,7551.417636484002,10.49727123657609,34.528113734735484,24.030842498159394,97.08894478813315,90.05602897204619,NaN,NaN,1.1828880905522896,1.5309458608234245,138.16952678107123,100,98.54231191488664,88.20313984829833,81.00175797672809,NaN,NaN
2013-04-10T00:00:00Z,228.94,259.34,70,162,20889.47079045,8102.662820500502,7.372359516711281,33.2462918940485,25.873932377337216,63.4867661627652,88.5407561343281,NaN,NaN,0.7639205763230564,1.4823878583061705,54.72779369627507,66.66666666666667,88.16004484633221,69.59458381761256,80.44835236976681,NaN,NaN
2013-04-11T00:00:00Z,162,179,50,83.4,37205.88492263,9689.822239016003,-0.22470195646598512,25.593054931754736,25.81775688822072,44.17238088990234,85.7429557159454,NaN,NaN,0.3017550213624172,1.4522472040407424,-28.103448275862064,33.33333333333332,66.66666666666667,54.919789178163924,79.76234395877654,NaN,NaN
2013-04-12T00:00:00Z,81.02,112,45,109.9,29095.90818638,10489.970284136001,-3.5188211306606654,21.41923047489489,24.938051605555554,49.72568961259579,83.30404734004037,NaN,NaN,0.4416604687682069,1.3662619304315191,-17.850201823889964,3.4981540205908295,34.49938467353029,63.8508631555101,79.30843731168227,NaN,NaN
2013-04-13T00:00:00Z,109.9,119,85,91.64,16830.84314256,11150.127701064503,-6.791714790650552,16.448408117242366,23.240122907892918,46.30751847925401,80.56744028165515,NaN,NaN,0.318562918960186,1.3196629932959352,-32.11851851851852,4.843125192854881,13.89153751559301,51.08043369511957,77.60668955144315,NaN,NaN
2013-04-14T00:00:00Z,90.44,99.99,81.94,91.11,5777.57333118,11029.093751921002,-8.732767344368682,12.324163727432065,21.056931071800747,46.208231541792856,77.72767281903302,NaN,NaN,0.30646054981455995,1.2856398682342267,-35.7475317348378,6.125553290923797,4.822277501456502,40.95649440510438,74.88406714286359,NaN,NaN
2013-04-15T00:00:00Z,91.79,99.8,60,74,19578.12871585,11670.581131786003,-10.775487635284264,7.587571527695417,18.36305916297968,43.00273366254139,74.49234033946352,NaN,NaN,0.2011149476414045,1.2995788670580666,-47.5177304964539,2.6273992703329587,4.532025918037212,32.7642390739744,71.31241507421518,NaN,NaN
2013-04-16T00:00:00Z,73.99,82,49.8,68.09,35706.58629386,13152.256467337002,-12.035531170423088,3.318645199950822,15.35417637037391,41.9209767139087,71.01984309357852,NaN,NaN,0.17933900471994868,1.3481289883796672,-58.725828938594894,1.2824280980689122,3.345126886441889,26.256439387365084,67.05330349918209,NaN,NaN
2013-04-17T00:00:00Z,67.85,101.12,60,89.98,30854.42411976,14203.8040054415,-10.93739204956826,1.6824363084135854,12.619828357981845,47.2172302741032,67.76017169725266,NaN,NaN,0.3140124338374724,1.345458322681313,-51.51939655172413,3.2000777172415056,2.369968361881125,39.84420897842105,63.55092009268958,NaN,NaN
2013-04-18T00:00:00Z,89.98,111.23,78.92,109.3,16527.45971682,14697.256144408999,-8.557838859954085,1.9225297830392378,10.480368642993323,51.427286308566465,64.79214798698506,NaN,NaN,0.4267769841974799,1.318147638666996,-52.2707423580786,8.943935929714682,4.475480581675033,49.51942898205884,60.56949993728498,NaN,NaN
2013-04-19T00:00:00Z,109.3,140.2,100,117.71,25498.95204835,15882.227709099,-6.176605933798257,2.759611225745502,8.936217159543759,53.178015893609945,61.90085104806324,NaN,NaN,0.47109748462611983,1.286677172590331,-27.339506172839513,15.745611837345072,9.29654182810042,54.19221720472359,57.789391246075404,NaN,NaN
2013-04-20T00:00:00Z,118.11,129.79,114.27,126.55,7474.81424833,16155.777536594498,-3.877629016346316,4.089180889110864,7.96680990545718,55.01349688720594,59.2213547485433,NaN,NaN,0.5178371033061963,1.2562198296250033,51.73860911270982,20.45623582517163,15.048594530743793,57.40663757061321,56.59653161332204,NaN,NaN
2013-04-21T00:00:00Z,126.55,129,101,118.81,17188.09077125,16688.146811773,-2.7999837056832444,4.466830273353125,7.266813979036369,53.05248951750668,56.25222253532415,NaN,NaN,0.4633092950204173,1.2418627726556577,8.107370336669696,21.43820855661464,19.21335207304378,52.9731300605371,54.69427370767265,NaN,NaN
2013-04-22T00:00:00Z,118.91,125.01,116,123.74,6675.54945817,16699.872334548003,-1.7293858031261822,5.105081725128642,6.834467528254824,54.17301541405222,53.283912581852725,NaN,NaN,0.4926876798620908,1.236471502309512,35.02837189000436,22.039402543617857,21.31128230846804,57.0421454749925,52.75741077374964,NaN,NaN
2013-04-23T00:00:00Z,123.73,138.87,121.12,137.29,13391.87055775,16619.268437256,-0.16527770839781297,6.627870392757558,6.793148101155371,57.19687660295975,50.43447914005463,NaN,NaN,0.579213153058362,1.2362736925141173,50.685983975414324,37.740016537237,27.072542545823165,61.365057135810495,50.84040486571479,NaN,NaN
2013-04-24T00:00:00Z,137.3,161,134.98,149,21232.85034473,17317.647304437,1.5091120829157685,8.679538204800082,7.170426121884313,59.67335715295353,50.162092782210934,NaN,NaN,0.6492769162944035,1.2389221800981445,101.35135135135135,64.34751892665413,41.375646002503,65.83268747367289,50.571697984004814,NaN,NaN
2013-04-25T00:00:00Z,150,170.28,123.2,141.9,16566.09169466,17767.941838211504,1.961000197369633,9.621676368596354,7.660676171226721,57.50104932406375,51.114140527508184,NaN,NaN,0.603664461157657,1.2389386761840193,108.40064620355412,86.19907806225926,62.76220450871679,58.616152627763775,50.83572394469052,NaN,NaN
2013-04-26T00:00:00Z,141.9,142.53,126.68,137.3,10688.92108773,18127.174194917003,1.7780338663164148,9.88321850412224,8.105184637805825,56.076728795857846,51.56778618345548,NaN,NaN,0.5754503596284033,1.238720748353601,52.58946432540565,89.16776972381466,79.90478890424268,53.76238817094854,50.11511858865042,NaN,NaN
2013-04-27T00:00:00Z,137.3,148.61,125.76,128.8,6686.07508759,18124.617326945,0.9538030776756568,9.297438484900397,8.34363540722474,53.4424363318511,52.07742317292671,NaN,NaN,0.5333271068777452,1.222957035607269,17.84080512351328,77.46807900252963,84.2783089295345,50.37044030271396,50.06440477490717,NaN,NaN
2013-04-28T00:00:00Z,128.8,148.18,121.57,135.28,5136.52550062,17710.890440171002,0.7246623841334543,9.249463387391557,8.524801003258103,55.171366997635765,52.71764713405834,NaN,NaN,0.5996483940058946,1.1621197349065964,14.926514314841567,73.09367536611354,79.90984136415261,53.20395822422959,50.939223619130395,NaN,NaN
2013-04-29T00:00:00Z,135.31,151.65,123.96,143.31,10485.46213504,17674.574107685505,0.9777902939403837,9.747038870683582,8.769248576743198,57.28807847301409,53.73802890623496,NaN,NaN,0.7552837232153007,0.8826956898489583,13.243777163176613,75.36820540508602,75.30998659124306,55.9109990022451,52.59256361400686,NaN,NaN
2013-04-30T00:00:00Z,143.32,144.99,133.89,139.88,8465.29718135,17053.365427230507,0.7863464287080291,9.752181612628235,8.965835183920206,56.070206648039616,54.748688187244305,NaN,NaN,0.7473910186353698,0.8384645676874881,17.734197458126413,77.42565195218924,75.2958442411296,52.502392139423115,54.46727452486815,NaN,NaN
2013-05-01T00:00:00Z,139.87,140.3,104.9,116.75,21104.90213009,16248.316287603506,-0.9327108283514924,7.799946648480841,8.732657476832333,48.571519813252166,54.845423154326376,NaN,NaN,0.4917046550600299,0.7867925120627448,-5.648941328592206,52.545626558366614,68.44649463854729,48.90386228878895,55.11439261846586,NaN,NaN
2013-05-02T00:00:00Z,116.75,127.24,93.01,106.81,21725.13359758,15879.777558163507,-2.6752499201956343,5.388595076587791,8.063844996783425,45.74046013609558,54.43922128486417,NaN,NaN,0.3861700368876825,0.7898950888958143,-22.20117998397552,23.69108915915155,51.220789223235805,44.248112150396786,54.737869987632855,NaN,NaN
2013-05-03T00:00:00Z,107.02,108,81.5,98.08,26863.56444629,16381.413623350008,-4.257843383625307,2.7415407672517915,6.999384150877098,43.35058695300909,53.73726207482126,NaN,NaN,0.2855928989332789,0.776957635360037,-34.1744966442953,0,25.412238572506055,38.6566231707031,53.628184699488536,NaN,NaN
2013-05-04T00:00:00Z,98.08,115.64,94,112.62,15910.12807664,16888.041360623007,-4.162482337980379,1.7962812284016252,5.958763566382004,48.20459412466869,53.25091187749717,NaN,NaN,0.4304673464429627,0.7435486315029394,-20.634249471458773,9.91254775221124,11.201212303787598,46.17618939838389,52.82600983004358,NaN,NaN
2013-05-05T00:00:00Z,112.89,118.76,106.5,116.57,9033.94177782,16360.832013721509,-3.6867528176148427,1.3503225443634506,5.037075361978293,49.47125649972402,52.995109519084124,NaN,NaN,0.44482541033107786,0.647453858044279,-15.098324836125284,22.411793635396283,10.774780462535844,52.56168039899993,52.79662056850521,NaN,NaN
2013-05-06T00:00:00Z,116.9,123.97,105,112.71,17251.55561449,15438.080479753009,-3.487567332810861,0.6776161959647169,4.165183528775578,48.229999307478955,52.57060836861461,NaN,NaN,0.3326671231376743,0.5052679472357737,-12.492236024844734,32.376222251985055,21.56685454653086,46.40746486422408,52.0370005248789,NaN,NaN
2013-05-07T00:00:00Z,112.67,112.95,98.77,110,14941.55263513,14642.43690552151,-3.3908167393962847,-0.07333739546977824,3.3174793439265065,47.33209260761854,51.865980940375955,NaN,NaN,0.2469168491352523,0.44951410735123604,-18.687167356593733,30.594454601922166,28.4608234964345,40.850697177626,50.5716890992943,NaN,NaN
2013-05-08T00:00:00Z,110.92,116.29,109.41,113.16,8261.64064246,14229.145951803512,-2.9810041335400674,-0.40877582299857806,2.5722283105414894,48.535260436465826,51.07040260348398,NaN,NaN,0.2974684772902451,0.4429964537790527,-21.03830856185891,30.30841030302409,31.09302905231044,47.59546357512128,49.26903024939775,NaN,NaN
2013-05-09T00:00:00Z,113.16,113.95,109,111.96,6725.70842684,13290.483770728013,-2.667904080116215,-0.7626517896037797,1.9052522905124354,48.086021038488695,50.39790058308576,NaN,NaN,0.283936610773942,0.4502662541435951,-19.95996568487275,31.6693914721744,30.85741879237355,43.296271812367095,48.17475304829799,NaN,NaN
2013-05-10T00:00:00Z,111.96,119.98,109.2,117.9,10480.13511885,13440.749814254013,-1.970095990379047,-0.5573676974613733,1.4127282929176737,50.527078013474004,50.00149695577262,NaN,NaN,0.39840429107478814,0.45342799344054185,0.9850107066381205,40.702128085986566,34.226643287061684,46.35855052090554,47.64590750186635,NaN,NaN
2013-05-11T00:00:00Z,117.9,118.5,112.95,115.04,4692.1049669,12815.950524036514,-1.6248458039750147,-0.6183289620510948,1.0065168419239199,49.324480259097754,49.70735723629025,NaN,NaN,0.3516671854246382,0.456978693316179,7.705271042037267,42.776273445287245,38.38259766781607,43.70237648462711,47.16961722914586,NaN,NaN
2013-05-12T00:00:00Z,115.58,117.86,113,114.5,3366.70303461,12650.508202858513,-1.3669103341520281,-0.7021210757661152,0.6647892583859129,49.08691966932005,49.27275385569627,NaN,NaN,0.3516751842969784,0.4629980538365046,16.741435562805876,45.17005339101785,42.88281830743055,41.07595308987338,46.303331148120414,NaN,NaN
2013-05-13T00:00:00Z,115.05,117.48,113.55,115.99,3412.0412344,12151.516736691014,-1.0445581179622225,-0.6409083890668654,0.40364972889535716,49.805287767812324,48.73826880532471,NaN,NaN,0.3941803584309108,0.45653722665572294,2.9923637009412096,44.92187683344546,44.28940122325019,42.806689343565004,45.36730902964326,NaN,NaN
2013-05-14T00:00:00Z,115.98,117.9,103.5,107,12120.00783898,11695.874611403515,-1.3651573265098116,-1.3027969292419073,0.062360397267904266,45.62259685401915,47.992010962894675,NaN,NaN,0.25007747169387334,0.4268550471928588,-8.209659432100878,41.18755123816223,43.759827154208516,40.914255221515674,44.53958496407845,NaN,NaN
2013-05-15T00:00:00Z,107,113,101.72,108.95,10914.51829484,11413.295941412516,-1.370662979911363,-1.6509683276212996,-0.28030534770993654,46.668812418888,47.85610329186867,NaN,NaN,0.3074363073549351,0.40358023352941536,-3.3359950314967537,42.88084019542535,42.99675608901101,43.854970551894525,44.17894984001457,NaN,NaN
2013-05-16T00:00:00Z,108.96,113.35,108.35,113.35,7515.76166261,11254.637970156515,-1.0189081873338788,-1.553940581877285,-0.5350323945434061,49.05081749087732,48.09255738863879,NaN,NaN,0.4193615242163404,0.37998583375607603,3.04545454545454,52.44190514849269,45.50343219402675,46.90916952535983,44.36902536679764,NaN,NaN
2013-05-17T00:00:00Z,113.36,118.16,112.82,116.73,9721.36089527,11406.402260540515,-0.5244407552070136,-1.1905833385521731,-0.6661425833451595,50.86629006282445,48.629393325054174,NaN,NaN,0.5092968082748668,0.3703213783567849,3.1548250265111415,75.22221713352161,56.84832082581321,50.091927500852506,45.18583281895117,NaN,NaN
2013-05-18T00:00:00Z,117.51,118.55,115.99,118.49,3906.23090182,11344.887530600516,-0.06863391409470121,-0.7519349759635361,-0.6833010618688349,51.82883338878543,48.888267558205364,NaN,NaN,0.5759314347389806,0.34210172758436813,5.8324401571990006,93.14307177812213,73.60239802004547,53.62581761230405,45.717949119945466,NaN,NaN
2013-05-19T00:00:00Z,118.49,118.98,114.1,116.38,4800.3614319,11060.632495443515,0.09222914135268867,-0.568014635177974,-0.6602437765306627,50.55028029246247,48.96534068625811,NaN,NaN,0.573999120667886,0.2647836461365823,-1.2892281594571757,93.13296612119802,87.16608501094726,49.580898903609935,45.50503615598904,NaN,NaN
2013-05-20T00:00:00Z,117.27,118.94,114.03,116.55,4541.30988594,10864.433130673015,0.205088503410911,-0.4038831472670239,-0.6089716506779349,50.655897271328904,49.13861911224739,NaN,NaN,0.686657323207019,0.16943297811474112,1.312586926286501,86.83319485678287,91.03641091870101,53.5025983414019,46.01183140435888,NaN,NaN
2013-05-21T00:00:00Z,117.81,118.56,116.9,117.5,3656.25472322,9992.000760329514,0.3312541457818994,-0.19490396845056068,-0.5261581142324601,51.282104096296486,49.4207627900101,NaN,NaN,0.7327587687545262,0.17051816163544894,2.6200873362445414,83.89674381313638,87.95430159703909,57.46330714683269,47.19844640215937,NaN,NaN
2013-05-22T00:00:00Z,117.25,119.48,117,119.11,7275.60471179,9269.524316040015,0.5005107583311098,0.09948033368142717,-0.40103042464968264,52.38494728194649,49.695740421830145,NaN,NaN,0.7871583528060181,0.16796068336517123,2.689887059229248,90.76377769193836,87.1645721206192,61.51284078535835,48.19254477431915,NaN,NaN
2013-05-23T00:00:00Z,118.45,123.9,118.36,123.84,10212.79546125,8436.985866788014,0.8858735907140554,0.7063115637428865,-0.17956202697116883,55.56729712919896,50.230117285452316,NaN,NaN,1.0913233789946681,0.13130320810331794,15.73831775700935,97.06354895635353,90.57469015380941,66.05345467191347,49.81805783571532,NaN,NaN
2013-05-24T00:00:00Z,123.84,129.94,122.52,128.7,13193.58203435,8301.158564673515,1.3927634697494338,1.5613923102156235,0.16862884046618967,58.62700802361928,50.8086837147484,NaN,NaN,1.1792518579589986,0.16511237029587209,18.127581459385027,100,95.94244221609729,70.4494532011019,51.53883659858649,NaN,NaN
2013-05-25T00:00:00Z,128.65,129.73,126.03,128.97,5146.7051988,8106.796735722515,1.6531546756038504,2.2350721849710027,0.5819175093671524,58.796762478559096,51.48527530185279,NaN,NaN,1.0654589275290325,0.19196234408398885,13.780326422584919,100,99.02118298545118,74.29065752710325,53.72371381590621,NaN,NaN
2013-05-26T00:00:00Z,128.98,130.29,127.97,129.5,3916.06467513,7440.022188754515,1.7582198699824456,2.7796923468452093,1.0214724768627637,59.15107109474144,52.20414326081146,NaN,NaN,0.9965636488272476,0.21171095524084038,10.939775550415485,100,100,77.7595115427349,56.34396799111061,NaN,NaN
2013-05-27T00:00:00Z,130.27,130.6,120.33,126.25,7413.81180555,7063.635147275515,1.51518393046578,2.9154523899449885,1.4002684594792085,55.972601652867326,52.64466568117253,NaN,NaN,0.8290922818616642,0.21262787780335551,6.549075871381556,92.16844564208986,97.38948188069662,67.4592590997779,58.104865830840104,NaN,NaN
2013-05-28T00:00:00Z,126.2,127.11,123,125.92,6072.75780465,6954.191005385015,1.249599457290366,2.962267781092166,1.7126683238018,55.645636249342914,53.360597066552806,NaN,NaN,0.784893174217812,0.21565329208529332,8.197284756831078,82.80733310514255,91.65859291574414,58.665610997308534,59.37281981482531,NaN,NaN
2013-05-29T00:00:00Z,125.99,130.4,125.53,130.35,9946.83923697,7115.247545891516,1.2847283668376637,3.3185787823488795,2.033850415511216,59.09967743057828,54.24851599595926,NaN,NaN,0.9037954204307092,0.22370152195172252,11.84041184041184,82.63772131063111,85.8711666859545,63.91391952941896,60.80560188464848,NaN,NaN
2013-05-30T00:00:00Z,130.01,131,124.9,126.81,9432.35613184,7062.858596541015,0.9949421469543451,3.2775280992041473,2.282585952249802,55.38783312250125,54.701159969646675,NaN,NaN,0.7484584907168184,0.22853243054878575,7.923404255319151,75.88442310962293,80.44315917513218,56.91435062548413,61.52025767751451,NaN,NaN
2013-05-31T00:00:00Z,126.78,129.87,125.06,127.91,5633.94849623,7109.950773007516,0.8105427767962636,3.2957644232451315,2.485221646448868,56.306163450843826,55.08972235450521,NaN,NaN,0.7610037308740855,0.23088534457997542,7.388128620602802,74.21977569302506,77.5806400377597,60.67806871946362,62.27641062170101,NaN,NaN
2013-06-01T00:00:00Z,127.76,128.86,127.09,128.77,3406.4851734,7111.939879947016,0.684700731792085,3.341097561188974,2.656396829396889,57.05054182622122,55.46270152860776,NaN,NaN,0.7637974008182812,0.23167340537239192,3.9809431524547856,66.2485497560276,72.11758285289186,62.90884788812079,62.939484212830784,NaN,NaN
2013-06-02T00:00:00Z,128.77,128.8,117.02,123,15138.12901176,7698.244268815016,0.17748644911412814,2.878254890789549,2.7007684416754207,50.79767154260207,55.48037233218916,NaN,NaN,0.546777319087937,0.22764851490177165,-4.428904428904421,48.05636237132694,62.8415626067932,58.694182543930495,63.59043304428225,NaN,NaN
2013-06-03T00:00:00Z,123.35,125.01,117,123.22,8850.29223025,7534.758488378515,-0.16031227415144178,2.5003780989861184,2.66069037313756,51.018109682857954,55.50624464729838,NaN,NaN,0.529124357096876,0.19758023847815828,-4.45840117856866,26.62842344008466,46.97777852247973,62.10984238938691,64.20523619056691,NaN,NaN
2013-06-04T00:00:00Z,123.22,123.66,116.32,120.57,7975.85871798,7387.825509535515,-0.5570079506986683,1.9644304347642247,2.521438385462893,48.215908492273726,55.287230675582464,NaN,NaN,0.37907850085112316,0.1697015787613758,-6.895752895752901,1.4359278382602174,25.37357121655727,55.5132842298375,64.06594883935296,NaN,NaN
2013-06-05T00:00:00Z,120.58,122.74,119.65,121.2,4733.02694893,7248.688773851516,-0.7592321825534154,1.5723981572711239,2.3316303398245393,48.93401036896754,55.040735181798254,NaN,NaN,0.37951893956253563,0.15381745450600798,-3.999999999999998,3.068603199474674,10.377651492606518,60.55292441128035,63.99738338406166,NaN,NaN
2013-06-06T00:00:00Z,120.98,121.33,118.43,118.78,4936.97817069,7009.4696376225165,-1.021877982942303,1.0542828611466604,2.0761608440889634,46.27919110885107,54.377299037487695,NaN,NaN,0.23978400433060454,0.1495941192792365,-5.670266836086404,2.18896875092879,2.2311665962212275,52.47149856806285,63.02724366235805,NaN,NaN
2013-06-07T00:00:00Z,118.78,119.16,107,110.18,18261.47609611,7727.2318973370175,-1.7006906208354646,-0.04970243195536739,1.6509881888800972,38.322298933479175,52.92696267390625,NaN,NaN,-0.10452054414722717,0.1745249792801292,-15.47372458764863,2.18896875092879,2.4821802337774184,42.42479585306496,61.02548242321256,NaN,NaN
2013-06-08T00:00:00Z,110.17,112.46,108.44,109.11,5055.0071139,7739.964181437017,-2.120340863335575,-0.9994378902893715,1.1209029730462035,37.45934443722872,51.4028613852398,NaN,NaN,-0.06828695723158647,0.19632493873376358,-13.957889756328367,-1.8947806286936004e-14,1.4593125006191874,33.872098930502915,58.138442523455396,NaN,NaN
2013-06-09T00:00:00Z,109.11,110,90,100.17,30734.49888606,9049.623631443017,-2.85296670657888,-2.445305410177397,0.4076612964014832,31.1482048198651,49.40265665132006,NaN,NaN,-0.20826688184778158,0.2525704897281101,-21.68712375889297,-1.8947806286936004e-14,0.7296562503095844,25.835109576822884,54.42955666874739,NaN,NaN
2013-06-10T00:00:00Z,100.17,107.9,93.1,104.22,13536.55840742,9543.63881565302,-2.9078601945018456,-3.227163946725824,-0.3193037522239782,36.377693336547445,48.00302034301149,NaN,NaN,0.0016988128557425305,0.2829880433455941,-19.064999611710807,6.236389986214873,2.078796662071612,42.182703468665466,52.624088409382225,NaN,NaN
2013-06-11T00:00:00Z,104.21,108,102.97,107.36,5234.35334037,9441.57624708202,-2.5865330371146644,-3.552470048617309,-0.9659370115026443,40.171797161931266,46.8977461224821,NaN,NaN,0.13245311227720305,0.30153343971233476,-12.715447154471544,16.997411975693907,7.744600653969587,53.03758852099004,52.22208680393089,NaN,NaN
2013-06-12T00:00:00Z,107.35,111.18,105.01,106.56,7612.6205526,9311.567501649519,-2.29178893185855,-3.8306731763258313,-1.5388842444672817,39.52507531964224,45.49956025741523,NaN,NaN,0.15227164968149048,0.31948092114777565,-13.52053238110696,27.77748238365434,17.00376144852104,43.961460627320584,50.79691116806673,NaN,NaN
2013-06-13T00:00:00Z,106.1,108.43,95,102,8047.28050104,9054.252424984019,-2.263888507115418,-4.368744878361554,-2.104856371246136,35.97039154318233,44.112600144606745,NaN,NaN,0.09047195247118488,0.3407559206322491,-15.401841254043289,27.74669297334363,24.173862444230625,37.05762488244258,49.37857361499233,NaN,NaN
2013-06-14T00:00:00Z,101.86,102.95,95,99.01,10698.41200705,9331.83776539652,-2.2993495260259635,-4.97904327877859,-2.679693752752627,33.822441161280025,42.50661998106647,NaN,NaN,0.07656678751556045,0.36388837035005317,-18.308580858085808,20.427106069765273,25.317093808921083,31.544392659135116,47.29759675354029,NaN,NaN
2013-06-15T00:00:00Z,99.01,105,96.22,99.42,4243.40771806,9348.20491754302,-2.1504446054351662,-5.367749509546584,-3.217304904111418,34.40090244397058,40.888788596619996,NaN,NaN,0.13038420646228172,0.37747982509134353,-16.29904024246506,15.103692595214957,21.09249721277462,40.06598914264201,45.66596398600605,NaN,NaN
2013-06-16T00:00:00Z,99.43,101.11,98,99.37,3089.73462787,9132.00105865902,-1.9182433548279372,-5.615109097646339,-3.696865742818402,34.36145617383407,39.71477321313656,NaN,NaN,0.16769846834185642,0.39070908103926955,-9.811218006897805,14.288574721878655,16.606457795619626,36.381481785152985,44.07219964609336,NaN,NaN
2013-06-17T00:00:00Z,98.74,101.47,98.29,100,4785.76602028,9067.65146944052,-1.5982378755132922,-5.694663087210017,-4.096425211696725,35.36710179737709,38.59684407845936,NaN,NaN,0.21262153802949088,0.39760923387395436,-8.349372193199523,18.754001029584998,16.048756115559538,41.81342585825524,42.62245560815539,NaN,NaN
2013-06-18T00:00:00Z,100.39,108.18,99.99,104.5,10874.74329703,9114.04667244352,-0.9893565563221278,-5.333120907099385,-4.343764350777257,42.18124721025354,38.165796844029344,NaN,NaN,0.33252214420949383,0.38027230872861745,4.322651492462811,33.97496134911816,22.339179033527273,46.2245584282474,41.958975193756096,NaN,NaN
2013-06-19T00:00:00Z,104.49,107.5,102,105.24,5483.53573264,8916.605652483518,-0.46903149426837487,-4.930053718612726,-4.461022224344351,43.240980411874645,37.75915184709414,NaN,NaN,0.36899410386620135,0.3652965527205659,0.9786989061600423,55.22467988888882,35.98454742253066,50.592579125685965,41.24752195907079,NaN,NaN
2013-06-20T00:00:00Z,105.24,108,102.47,102.61,9088.5254757,9089.334501457019,-0.24548458753257307,-4.767877958760067,-4.522393371227494,40.406412740264116,37.33966767790936,NaN,NaN,0.32297922045530675,0.3440425023165502,-4.424366616989568,72.83776040869026,54.01246721556575,46.308142023220874,40.807282205867786,NaN,NaN
2013-06-21T00:00:00Z,103,104.86,90,101.8,12331.66300086,9535.593392830018,-0.10296352006703291,-4.651097771311285,-4.548134251244252,39.54657960317868,37.42711629717361,NaN,NaN,0.3175944013898831,0.3107015881807036,-4.466966966966972,75.30998365187185,67.79080798315032,42.76204733442429,40.831371597393456,NaN,NaN
2013-06-22T00:00:00Z,101.29,103,98.55,100,3350.32557141,8946.20322081252,-0.08164388127604294,-4.650189102839306,-4.568545221563263,37.63023762525435,37.43932295346116,NaN,NaN,0.282889715281389,0.2918896020456032,-1.9607843137254901,66.537290041314,71.5616780339587,39.851996243613904,41.25850711975853,NaN,NaN
2013-06-23T00:00:00Z,100,101.45,98.5,100.41,1977.39270615,8602.55824460752,0.0038145593464555816,-4.563777022380194,-4.567591581726649,38.36289738032576,37.954658136351206,NaN,NaN,0.3115695585706404,0.2620451381408144,1.4139985860014053,57.08656402306706,66.31127923875097,44.247242006092165,42.57365943613491,NaN,NaN
