time,open,high,low,close,Volume,Volume MA
2022-03-01T00:00:00Z,43160,43608,43155.68,43373.48,1251.96458,NaN
2022-03-01T00:15:00Z,43373.47,43400,43173.17,43377.95,562.94133,NaN
2022-03-01T00:30:00Z,43377.96,43545.14,43300.01,43525.23,830.92447,NaN
2022-03-01T00:45:00Z,43525.23,43750,43329.81,43560,830.28309,NaN
2022-03-01T01:00:00Z,43560.01,43630.09,43263.95,43288.83,678.29343,NaN
2022-03-01T01:15:00Z,43288.84,43383.63,43222.22,43278.14,733.92654,NaN
2022-03-01T01:30:00Z,43278.13,43438.3,43252.5,43387.96,504.69556,NaN
2022-03-01T01:45:00Z,43387.97,43400,43225.67,43259.9,392.96698,NaN
2022-03-01T02:00:00Z,43259.89,43292.6,43032.04,43084.84,792.61586,NaN
2022-03-01T02:15:00Z,43084.84,43218.35,42951.84,43050.98,706.54022,NaN
2022-03-01T02:30:00Z,43050.97,43130,42977.41,43113.74,427.34965,NaN
2022-03-01T02:45:00Z,43113.74,43196.84,43069.86,43160.01,433.3803,NaN
2022-03-01T03:00:00Z,43160.01,43178.31,42945.48,42954.96,360.11295,NaN
2022-03-01T03:15:00Z,42954.95,43076.84,42855.2,43060,499.7721,NaN
2022-03-01T03:30:00Z,43059.99,43096.61,42978.71,43077.01,453.72053,NaN
2022-03-01T03:45:00Z,43077.02,43180,43058.32,43147.71,445.57809,NaN
2022-03-01T04:00:00Z,43147.71,43288.11,43073.67,43279.78,303.75809,NaN
2022-03-01T04:15:00Z,43279.77,43283.02,43123.4,43226.14,464.83294,NaN
2022-03-01T04:30:00Z,43226.15,43307.72,43182.56,43244.72,290.52697,NaN
2022-03-01T04:45:00Z,43244.72,43400,43240.28,43336.26,496.62055,573.0402114999999
2022-03-01T05:00:00Z,43336.26,43396.12,43220.04,43280,284.27482,524.6557235
2022-03-01T05:15:00Z,43279.99,43286.58,43166.77,43226.65,251.76077,509.09669550000007
2022-03-01T05:30:00Z,43226.64,43246.3,43153.7,43175.22,252.73827,480.18738550000006
2022-03-01T05:45:00Z,43175.22,43263.08,43145.6,43210.25,228.39375,450.0929185
2022-03-01T06:00:00Z,43210.26,43216.1,43040.15,43156.71,396.47792,436.002143
2022-03-01T06:15:00Z,43156.71,43362.88,43153.33,43337.01,304.54899,414.5332654999999
2022-03-01T06:30:00Z,43337.01,43449.3,43233,43266.91,541.72677,416.38482599999986
2022-03-01T06:45:00Z,43266.9,43484.16,43266.9,43453.28,362.69426,414.87118999999984
2022-03-01T07:00:00Z,43453.29,43562.35,43430,43535.4,526.51652,401.56622299999987
2022-03-01T07:15:00Z,43535.41,43535.92,43340.69,43411.53,423.62617,387.42052049999984
2022-03-01T07:30:00Z,43411.53,43450,43288.69,43300,320.56172,382.0811239999998
2022-03-01T07:45:00Z,43300,43498.73,43295.01,43492.96,224.06533,371.61537549999986
2022-03-01T08:00:00Z,43492.96,43532.44,43427.3,43468.89,405.75515,373.89748549999985
2022-03-01T08:15:00Z,43468.9,43716.69,43310.85,43506.49,1136.92144,405.75495249999983
2022-03-01T08:30:00Z,43506.5,43598.4,43392.17,43563.59,488.2095,407.4794009999999
2022-03-01T08:45:00Z,43563.59,43633.96,43392,43492.24,456.28711,408.0148519999999
2022-03-01T09:00:00Z,43492.24,43500.85,43352,43367.3,579.97713,421.8258039999999
2022-03-01T09:15:00Z,43367.3,43469.98,43316.46,43348.49,356.40801,416.40455749999984
2022-03-01T09:30:00Z,43348.49,43348.5,43138.16,43234.3,635.99678,433.6780479999999
2022-03-01T09:45:00Z,43234.29,43340,43215.04,43258.34,260.31596,421.8628184999999
2022-03-01T10:00:00Z,43258.33,43309.09,42809.98,43065.88,977.22036,456.5100954999999
2022-03-01T10:15:00Z,43065.88,43200,43027.74,43099.57,470.87657,467.4658854999999
2022-03-01T10:30:00Z,43099.56,43343.9,43051.51,43310.47,383.19841,473.9888924999999
2022-03-01T10:45:00Z,43310.47,43584,43259.35,43578.87,1060.6888,515.6036449999999
2022-03-01T11:00:00Z,43578.88,43728.74,43458.86,43515.19,597.09912,525.634705
2022-03-01T11:15:00Z,43515.18,43887,43477.4,43578.52,1025.35438,561.6749745000001
2022-03-01T11:30:00Z,43578.51,43718.16,43458.63,43499.99,446.94747,556.9360095000001
2022-03-01T11:45:00Z,43499.99,43620,43350,43609.96,678.15042,572.7088175000001
2022-03-01T12:00:00Z,43609.96,44000,43574.9,43946.76,1118.06852,602.2864175000002
2022-03-01T12:15:00Z,43946.76,44539.53,43871.97,44479.16,2648.04297,713.5072575000002
2022-03-01T12:30:00Z,44479.16,44495.42,44075.43,44332.01,1179.4271,756.4505265000003
2022-03-01T12:45:00Z,44332.01,44689.8,44250.01,44640.38,1649.69751,827.7321355000004
2022-03-01T13:00:00Z,44641.01,44949,44557.51,44672.05,2310.68599,922.9786775000005
2022-03-01T13:15:00Z,44672.05,44773.86,44490,44528.92,1527.76806,942.5210085000004
2022-03-01T13:30:00Z,44528.92,44670.44,44448.47,44469.75,870.10661,961.6158640000003
2022-03-01T13:45:00Z,44469.76,44665.29,44416.04,44416.04,807.61994,979.1825055000003
2022-03-01T14:00:00Z,44416.05,44594.69,44350.1,44564.14,818.1466,991.0909790000003
2022-03-01T14:15:00Z,44564.14,44664.19,44433.53,44435.87,623.41169,1004.4411630000004
2022-03-01T14:30:00Z,44435.86,44544.04,43718.03,44149,2033.69845,1074.3262465000003
2022-03-01T14:45:00Z,44149.01,44200,43717.57,43808.86,1186.07066,1120.6139815000004
2022-03-01T15:00:00Z,43808.86,43977.84,43534.77,43719.06,1311.33132,1137.3195295000005
2022-03-01T15:15:00Z,43719.07,44073,43717.16,43900,931.8917,1160.3702860000005
2022-03-01T15:30:00Z,43899.99,43950,43525.96,43552.73,720.43829,1177.2322800000006
2022-03-01T15:45:00Z,43552.73,43682.35,43350,43643.69,1322.48683,1190.3221815000006
2022-03-01T16:00:00Z,43643.69,43710.99,43111.46,43665.25,1039.55586,1212.4450185000007
2022-03-01T16:15:00Z,43665.25,44078.65,43600,43619.51,839.66092,1203.1603455000006
2022-03-01T16:30:00Z,43619.51,43629.79,43345.62,43479.86,706.53783,1216.1398635000007
2022-03-01T16:45:00Z,43479.86,43479.87,43220.61,43385.53,821.55859,1223.3102720000006
2022-03-01T17:00:00Z,43385.54,43495,43240.23,43467.89,792.41627,1207.0276595000007
2022-03-01T17:15:00Z,43467.89,43568.35,43423.11,43477.39,584.127,1103.8318610000008
2022-03-01T17:30:00Z,43477.39,43588.59,43391.16,43568,417.05551,1065.7132815000007
2022-03-01T17:45:00Z,43567.99,43850,43547.97,43643.84,528.68832,1009.6628220000006
2022-03-01T18:00:00Z,43643.85,43737.88,43420.77,43508.91,417.76531,915.0167880000006
2022-03-01T18:15:00Z,43508.92,43604.08,43464.12,43520.37,237.96309,850.5265395000008
2022-03-01T18:30:00Z,43520.37,43764.98,43503.27,43762,448.24778,829.4335980000008
2022-03-01T18:45:00Z,43762,43881.6,43739.03,43803.01,417.92713,809.9489575000007
2022-03-01T19:00:00Z,43803.01,43828.84,43680,43715.81,310.34989,784.5591220000007
2022-03-01T19:15:00Z,43715.82,44063.22,43679.46,43962,584.43938,782.6105065000006
2022-03-01T19:30:00Z,43962.01,43978.6,43790,43852.45,346.88257,698.2697125000007
2022-03-01T19:45:00Z,43852.45,43869.3,43664.36,43719.49,292.36955,653.5846570000006
2022-03-01T20:00:00Z,43719.49,43991.86,43684.16,43879.35,423.65581,609.2008815000006
2022-03-01T20:15:00Z,43879.35,43971.01,43745,43864.69,331.41169,579.1768810000007
2022-03-01T20:30:00Z,43864.7,44102.55,43806,43904.97,461.74325,566.2421290000007
2022-03-01T20:45:00Z,43904.97,44102.61,43869.52,44084.63,484.85348,524.3604615000006
2022-03-01T21:00:00Z,44084.63,44259.18,43931.87,43953.09,541.72549,499.46894300000065
2022-03-01T21:15:00Z,43953.09,44400.1,43731.54,44017.06,993.07017,507.13940550000063
2022-03-01T21:30:00Z,44017.06,44050.73,43783.93,43796.81,299.78632,486.8018300000006
2022-03-01T21:45:00Z,43796.81,43919,43748.93,43882.75,240.43719,457.7457600000006
2022-03-01T22:00:00Z,43882.76,43884.95,43758.33,43842.7,166.34097,426.4419950000006
2022-03-01T22:15:00Z,43842.69,43969.8,43839.34,43955.01,156.86014,405.07865200000055
2022-03-01T22:30:00Z,43955.01,44181.57,43910.04,44147.96,234.55447,395.95360000000056
2022-03-01T22:45:00Z,44147.96,44219,44030.87,44156.77,394.62775,389.25057150000055
2022-03-01T23:00:00Z,44156.77,44266,44057.49,44124.8,270.17096,381.8708540000006
2022-03-01T23:15:00Z,44124.81,44209,44079.37,44129.94,252.5154,382.59846950000053
2022-03-01T23:30:00Z,44129.95,44400,44101.59,44396.91,512.80238,385.8261995000006
2022-03-01T23:45:00Z,44396.91,44506.65,44329.93,44421.2,596.50989,394.75533750000056
2022-03-02T00:00:00Z,44421.2,44750,44281.42,44587.98,1145.48107,436.5118965000006
2022-03-02T00:15:00Z,44587.97,44587.98,44132.48,44233.7,926.65936,453.6228955000006
2022-03-02T00:30:00Z,44233.7,44242.97,43924.23,44150.93,698.87069,471.2223015000006
2022-03-02T00:45:00Z,44150.93,44300,44105.74,44280,417.02569,477.4551085000006
2022-03-02T01:00:00Z,44280,44390.4,44207.75,44258.75,450.88861,478.81674850000064
2022-03-02T01:15:00Z,44258.76,44277.77,43843.51,43914.25,705.65388,497.5288580000006
2022-03-02T01:30:00Z,43914.25,44048.95,43835.16,43883.46,553.66975,502.1251830000007
2022-03-02T01:45:00Z,43883.46,44057.82,43819.97,44027.69,342.08742,494.98688000000067
