time,open,high,low,close,Volume,Volume MA
2019-09-06T00:00:00Z,0.00743,0.014598,0.0072,0.008361,286576059,NaN
2019-09-07T00:00:00Z,0.008362,0.012236,0.008152,0.010928,211928388,NaN
2019-09-08T00:00:00Z,0.010949,0.0116,0.00955,0.00984,77348579,NaN
2019-09-09T00:00:00Z,0.009837,0.009837,0.0083,0.00855,70283508,NaN
2019-09-10T00:00:00Z,0.008546,0.008744,0.007544,0.007862,52521969,NaN
2019-09-11T00:00:00Z,0.007862,0.008025,0.006555,0.006672,45842609,NaN
2019-09-12T00:00:00Z,0.006585,0.006834,0.0058,0.005835,64466707,NaN
2019-09-13T00:00:00Z,0.005836,0.006648,0.0058,0.006228,39875617,NaN
2019-09-14T00:00:00Z,0.006101,0.006361,0.005815,0.006142,12567616,NaN
2019-09-15T00:00:00Z,0.006141,0.007259,0.00609,0.0072,61371578,NaN
2019-09-16T00:00:00Z,0.007153,0.0074,0.006524,0.006842,49741341,NaN
2019-09-17T00:00:00Z,0.006837,0.00785,0.0063,0.0069,75660787,NaN
2019-09-18T00:00:00Z,0.006943,0.007232,0.006763,0.00679,36126443,NaN
2019-09-19T00:00:00Z,0.006786,0.006816,0.00635,0.006476,20953690,NaN
2019-09-20T00:00:00Z,0.006478,0.006519,0.00605,0.006299,25424621,NaN
2019-09-21T00:00:00Z,0.006281,0.006479,0.006143,0.006197,16236506,NaN
2019-09-22T00:00:00Z,0.006199,0.006217,0.005682,0.005699,26765961,NaN
2019-09-23T00:00:00Z,0.005689,0.005879,0.005324,0.00536,18329894,NaN
2019-09-24T00:00:00Z,0.005359,0.006082,0.003921,0.004323,31642337,NaN
2019-09-25T00:00:00Z,0.004354,0.004539,0.003919,0.004372,15895034,61977962.2
2019-09-26T00:00:00Z,0.004322,0.004597,0.0038,0.004078,28572742,49077796.35
2019-09-27T00:00:00Z,0.004078,0.004299,0.00391,0.004076,17474812,39355117.55
2019-09-28T00:00:00Z,0.004076,0.004356,0.004061,0.004225,11882164,36081796.8
2019-09-29T00:00:00Z,0.004225,0.004376,0.004003,0.00411,11304058,33132824.3
2019-09-30T00:00:00Z,0.004145,0.004275,0.00398,0.004239,10391601,31026305.9
2019-10-01T00:00:00Z,0.004246,0.004767,0.004221,0.004626,25724245,30020387.7
2019-10-02T00:00:00Z,0.004621,0.00479,0.0041,0.00449,54942713,29544188
